text_original,text_cleaned,text_lemmatized,text_stemmed,sentiment,sentiment_label,url_count,mention_count,hashtag_count,hashtags,user,vader_score,textblob_score,avg_sentiment,sentiment_category
@fortyfoxes By far not enough coffee yet ,by far not enough coffee yet,far enough coffee yet,far enough coffe yet,0,Negative,0,1,0,,derbrill,0.0,0.05,0.025,Neutral
12 office   1 lunch   3 sleep   5 coffee  630 game     9 work ,office lunch sleep coffee game work,office lunch sleep coffee game work,offic lunch sleep coffe game work,0,Negative,0,0,0,,laxmisrikanth,0.0,-0.4,-0.2,Negative
"Drinking something that tastes neither coffee based as purported, nor chocolate based, also as purported. Yuk.  #suckedinbythewordbelgian",drinking something that tastes neither coffee based as purported nor chocolate based also as purported yuk suckedinbythewordbelgian,drinking something taste neither coffee based purported chocolate based also purported yuk suckedinbythewordbelgian,drink someth tast neither coffe base purport chocol base also purport yuk suckedinbythewordbelgian,0,Negative,0,0,1,suckedinbythewordbelgian,coliwilso,0.0,0.0,0.0,Neutral
Office meeting  Free cake and coffee ,office meeting free cake and coffee,office meeting free cake coffee,offic meet free cake coffe,0,Negative,0,0,0,,guythorne,0.5106,0.4,0.45530000000000004,Positive
Even triple-strength coffee isn't waking me up this morning  #fb,even triplestrength coffee isnt waking me up this morning fb,even triplestrength coffee isnt waking morning fb,even triplestrength coffe isnt wake morn fb,0,Negative,0,0,1,fb,datainadequate,0.0,0.0,0.0,Neutral
learning to live with less ... less coffee and more ice in the tropical iceberg ! the CCD @ ofc aint good ,learning to live with less less coffee and more ice in the tropical iceberg the ccd ofc aint good,learning live less less coffee ice tropical iceberg ccd ofc aint good,learn live less less coffe ice tropic iceberg ccd ofc aint good,0,Negative,0,0,0,,priya_gangwani,-0.4015,0.2256060606060606,-0.08794696969696972,Negative
Burnt my hand making coffee this morning and it smarts ,burnt my hand making coffee this morning and it smarts,burnt hand making coffee morning smart,burnt hand make coffe morn smart,0,Negative,0,0,0,,mrspao,0.7003,0.0,0.35015,Positive
The stupid kettle doesn't work  all it does is slightly warm the water. Booo. I need coffee!,the stupid kettle doesnt work all it does is slightly warm the water booo i need coffee,stupid kettle doesnt work slightly warm water booo need coffee,stupid kettl doesnt work slightli warm water booo need coffe,0,Negative,0,0,0,,daveisanidiot,-0.474,-0.024999999999999967,-0.24949999999999997,Negative
Who's got coffee? I'm out. ,whos got coffee im out,who got coffee im,who got coffe im,0,Negative,0,0,0,,RedDotRedState,0.0,0.0,0.0,Neutral
Omg I have to stop doing these 1200 nights I'm dyin here and coffee not workin ,omg i have to stop doing these nights im dyin here and coffee not workin,omg stop night im dyin coffee workin,omg stop night im dyin coffe workin,0,Negative,0,0,0,,NVMY03ION,-0.296,0.0,-0.148,Negative
"Class,then work,then who knows but as of now, im out of coffee and moving at the speed of a broken locomotive so none of this may happen ",classthen workthen who knows but as of now im out of coffee and moving at the speed of a broken locomotive so none of this may happen,classthen workthen know im coffee moving speed broken locomotive none may happen,classthen workthen know im coffe move speed broken locomot none may happen,0,Negative,0,0,0,,Fergy6,-0.631,-0.4,-0.5155000000000001,Negative
Doh...no cream at work so no coffee. ,dohno cream at work so no coffee,dohno cream work coffee,dohno cream work coffe,0,Negative,0,0,0,,chaseyville,-0.4341,0.0,-0.21705,Negative
"my leg is now in pain, I just spilled my coffee over myself, now I have no coffee and a burnt leg ",my leg is now in pain i just spilled my coffee over myself now i have no coffee and a burnt leg,leg pain spilled coffee coffee burnt leg,leg pain spill coffe coffe burnt leg,0,Negative,0,0,0,,StephenLacy,-0.6705,0.0,-0.33525,Negative
Wayyy too early. I don't like this. I need coffee ,wayyy too early i dont like this i need coffee,wayyy early dont like need coffee,wayyy earli dont like need coffe,0,Negative,0,0,0,,StephMariee,-0.2755,0.1,-0.08775000000000001,Negative
"is in dire need of a coffee! - push on, push on! ",is in dire need of a coffee push on push on,dire need coffee push push,dire need coffe push push,0,Negative,0,0,0,,sdalcorn,-0.555,0.0,-0.2775,Negative
Wow did I reallllly go see transformers on a work night?! Now I'm tired as hell n the frickin movie BLEW big fat elephant BALLS  CoffEE ,wow did i reallllly go see transformers on a work night now im tired as hell n the frickin movie blew big fat elephant balls coffee,wow reallllly go see transformer work night im tired hell n frickin movie blew big fat elephant ball coffee,wow reallllli go see transform work night im tire hell n frickin movi blew big fat eleph ball coffe,0,Negative,0,0,0,,piscesqnd223,-0.6114,-0.09166666666666667,-0.35153333333333336,Negative
Sooo tired. I don't think coffee will be enough to wake me up today. Fuuuuck ,sooo tired i dont think coffee will be enough to wake me up today fuuuuck,sooo tired dont think coffee enough wake today fuuuuck,sooo tire dont think coffe enough wake today fuuuuck,0,Negative,0,0,0,,austila,-0.4404,-0.2,-0.32020000000000004,Negative
"@coffeeplus Temperatures in the 70s(F) feel great in Michigan. We get pretty bad humidity though, so hot days can feel very miserable ",temperatures in the sf feel great in michigan we get pretty bad humidity though so hot days can feel very miserable,temperature sf feel great michigan get pretty bad humidity though hot day feel miserable,temperatur sf feel great michigan get pretti bad humid though hot day feel miser,0,Negative,0,1,0,,paramountcoffee,0.079,-0.07999999999999996,-0.0004999999999999796,Neutral
"Since the boy is absent today, I had to miss out on the coffee fix and thus just half-fainted in the heat outside ",since the boy is absent today i had to miss out on the coffee fix and thus just halffainted in the heat outside,since boy absent today miss coffee fix thus halffainted heat outside,sinc boy absent today miss coffe fix thu halffaint heat outsid,0,Negative,0,0,0,,thraseia,-0.1531,0.0,-0.07655,Negative
building under a water boil alert. no drinking water or coffee  drank my last can of cream soda yesterday. things could get ugly people.,building under a water boil alert no drinking water or coffee drank my last can of cream soda yesterday things could get ugly people,building water boil alert drinking water coffee drank last cream soda yesterday thing could get ugly people,build water boil alert drink water coffe drank last cream soda yesterday thing could get ugli peopl,0,Negative,0,0,0,,davidmead,-0.5106,-0.35,-0.4303,Negative
sour coffees everywhere! ,sour coffees everywhere,sour coffee everywhere,sour coffe everywher,0,Negative,0,0,0,,jackandthebean,0.0,-0.18750000000000003,-0.09375000000000001,Negative
is struggling with a dodgy coffee bag &amp; UHT milk - oh the pain &amp; suffering! ,is struggling with a dodgy coffee bag amp uht milk oh the pain amp suffering,struggling dodgy coffee bag amp uht milk oh pain amp suffering,struggl dodgi coffe bag amp uht milk oh pain amp suffer,0,Negative,0,0,0,,sdalcorn,-0.8858,0.0,-0.4429,Negative
got a lemon muffin instead of a caramel &amp; coffee one. Muffin ended in the trashcan. I guess it's best for my diet ,got a lemon muffin instead of a caramel amp coffee one muffin ended in the trashcan i guess its best for my diet,got lemon muffin instead caramel amp coffee one muffin ended trashcan guess best diet,got lemon muffin instead caramel amp coffe one muffin end trashcan guess best diet,0,Negative,0,0,0,,nvaroqua,0.6369,1.0,0.81845,Positive
Cillit Bang does not get spilt coffee of freshly hung wallpaper   My first bollock dropped today,cillit bang does not get spilt coffee of freshly hung wallpaper my first bollock dropped today,cillit bang get spilt coffee freshly hung wallpaper first bollock dropped today,cillit bang get spilt coffe freshli hung wallpap first bollock drop today,0,Negative,0,0,0,,Thorney88,0.0,0.275,0.1375,Positive
having a coffee watching oparh..then going to the doctors  hayfevers taking over!! hope your all hayfever free today tweetie pie's!!! xxx,having a coffee watching oparhthen going to the doctors hayfevers taking over hope your all hayfever free today tweetie pies xxx,coffee watching oparhthen going doctor hayfevers taking hope hayfever free today tweetie pie xxx,coffe watch oparhthen go doctor hayfev take hope hayfev free today tweeti pie xxx,0,Negative,0,0,0,,JodiAlbert,0.811,0.78125,0.796125,Positive
Hate it when my coffee is too hot to drink in the AM. ,hate it when my coffee is too hot to drink in the am,hate coffee hot drink,hate coffe hot drink,0,Negative,0,0,0,,SaraYellen,-0.5719,-0.275,-0.42345,Negative
up bright and early.. Getting coffe from lisa... Free coffee = so happy lol. Study study study timeee   Then packing&amp; italy tonighttt ,up bright and early getting coffe from lisa free coffee so happy lol study study study timeee then packingamp italy tonighttt,bright early getting coffe lisa free coffee happy lol study study study timeee packingamp italy tonighttt,bright earli get coff lisa free coffe happi lol studi studi studi timee packingamp itali tonighttt,0,Negative,0,0,0,,michxox,0.9327,0.5599999999999999,0.74635,Positive
I haven't slept yet I'm so focking tired! And I'm going to &quot;try&quot; to stay up and go to brf early - drinking coffee cuz my espressos gone ,i havent slept yet im so focking tired and im going to quottryquot to stay up and go to brf early drinking coffee cuz my espressos gone,havent slept yet im focking tired im going quottryquot stay go brf early drinking coffee cuz espresso gone,havent slept yet im fock tire im go quottryquot stay go brf earli drink coffe cuz espresso gone,0,Negative,0,0,0,,Paraethesia,-0.5378,-0.2,-0.3689,Negative
"@KGeezy85 - I was sleepy, yet couldn't sleep much last night, 2. I finally fell asleep, now I am tired. Maybe too much coffee ",i was sleepy yet couldnt sleep much last night i finally fell asleep now i am tired maybe too much coffee,sleepy yet couldnt sleep much last night finally fell asleep tired maybe much coffee,sleepi yet couldnt sleep much last night final fell asleep tire mayb much coffe,0,Negative,0,1,0,,HairWeave,-0.4404,-0.05,-0.2452,Negative
Oh no!  Mt favorite coffee shop - Hill of Beans - is closing July 25th!  ,oh no mt favorite coffee shop hill of beans is closing july th,oh mt favorite coffee shop hill bean closing july th,oh mt favorit coffe shop hill bean close juli th,0,Negative,0,0,0,,melissagesing,0.555,0.625,0.5900000000000001,Positive
dunks messed up my coffee again  last week hazelnut sounded like coconut and today apparently hazelnut is french vanilla,dunks messed up my coffee again last week hazelnut sounded like coconut and today apparently hazelnut is french vanilla,dunk messed coffee last week hazelnut sounded like coconut today apparently hazelnut french vanilla,dunk mess coffe last week hazelnut sound like coconut today appar hazelnut french vanilla,0,Negative,0,0,0,,alexc17,0.0258,0.016666666666666666,0.021233333333333333,Neutral
impossibly tired today...considering a coffee run since our coffee is non existent these days ,impossibly tired todayconsidering a coffee run since our coffee is non existent these days,impossibly tired todayconsidering coffee run since coffee non existent day,imposs tire todayconsid coffe run sinc coffe non exist day,0,Negative,0,0,0,,rachel_hen,-0.4404,-0.4,-0.4202,Negative
@xxjulia1207xx iBarista had a technical malfunction this morning .. beta test failed miserably .. had to make coffee myself ,ibarista had a technical malfunction this morning beta test failed miserably had to make coffee myself,ibarista technical malfunction morning beta test failed miserably make coffee,ibarista technic malfunct morn beta test fail miser make coffe,0,Negative,0,1,0,,many_miles,-0.7506,-0.5,-0.6253,Negative
I lost my 5 dollar bill on my way to get my coffee this morning ,i lost my dollar bill on my way to get my coffee this morning,lost dollar bill way get coffee morning,lost dollar bill way get coffe morn,0,Negative,0,0,0,,Elledeutsch,-0.3182,0.0,-0.1591,Negative
....that cup of coffee did not work this morning ,that cup of coffee did not work this morning,cup coffee work morning,cup coffe work morn,0,Negative,0,0,0,,ninamorena,0.0,0.0,0.0,Neutral
@sxxxh I want coffee too  Imma go tomorrow. Omg I wanna go to that Booklovers place in Canno on Albany Hwy. I LOVE books! Coincidence??,i want coffee too imma go tomorrow omg i wanna go to that booklovers place in canno on albany hwy i love books coincidence,want coffee imma go tomorrow omg wanna go booklover place canno albany hwy love book coincidence,want coffe imma go tomorrow omg wanna go booklov place canno albani hwi love book coincid,0,Negative,0,1,0,,KartyBe,0.7836,0.625,0.7042999999999999,Positive
is drinking my coffee...tryna wake up.  i just want to lay in the sun today.  stuck in this office tho ,is drinking my coffeetryna wake up i just want to lay in the sun today stuck in this office tho,drinking coffeetryna wake want lay sun today stuck office tho,drink coffeetryna wake want lay sun today stuck offic tho,0,Negative,0,0,0,,lauranicole823,-0.1779,0.0,-0.08895,Negative
"Good Morningggg! sitting trying to wake up with my coffee, reading ash's twitter and i feel so bad for her, she seems so tired  ily ash",good morningggg sitting trying to wake up with my coffee reading ashs twitter and i feel so bad for her she seems so tired ily ash,good morningggg sitting trying wake coffee reading ash twitter feel bad seems tired ily ash,good morningggg sit tri wake coffe read ash twitter feel bad seem tire ili ash,0,Negative,0,0,0,,Ashsnumber1fan,-0.2373,-0.07499999999999996,-0.15614999999999998,Negative
"Oh no!  My favorite coffee shop - Hill of Beans in Durant, IA - is closing July 25th!  ",oh no my favorite coffee shop hill of beans in durant ia is closing july th,oh favorite coffee shop hill bean durant ia closing july th,oh favorit coffe shop hill bean durant ia close juli th,0,Negative,0,0,0,,melissagesing,0.555,0.625,0.5900000000000001,Positive
just had a coffee then a strong tea and yet sleepy now !! ,just had a coffee then a strong tea and yet sleepy now,coffee strong tea yet sleepy,coffe strong tea yet sleepi,0,Negative,0,0,0,,naga_rna,0.5972,0.6770833333333333,0.6371416666666666,Positive
@CoffeeGeek can they do EEGs or fMRIs on dogs... cause that should seriously be looked into  glad she's feeling better tho,can they do eegs or fmris on dogs cause that should seriously be looked into glad shes feeling better tho,eeg fmri dog cause seriously looked glad shes feeling better tho,eeg fmri dog caus serious look glad she feel better tho,0,Negative,0,1,0,,linznathanson,0.6908,0.22222222222222224,0.4565111111111111,Positive
Just made the mistake of trying to use up some of the &quot;other&quot; coffee in the cupboard...one I will NOT be repeating ,just made the mistake of trying to use up some of the quototherquot coffee in the cupboardone i will not be repeating,made mistake trying use quototherquot coffee cupboardone repeating,made mistak tri use quototherquot coffe cupboardon repeat,0,Negative,0,0,0,,Ant_Ward,-0.34,0.0,-0.17,Negative
"@redpandajewelry No, Tweetie, coffee quit me.    I wanted to get married and run away together.",no tweetie coffee quit me i wanted to get married and run away together,tweetie coffee quit wanted get married run away together,tweeti coffe quit want get marri run away togeth,0,Negative,0,1,0,,ExpertParalegal,0.0,0.25,0.125,Positive
'Is there a lot of coffee left?' - 'Yeh there's a lot left' - grabs mug - 'Not anymore!'     Doh. I never get the first pot  of coffee! ,is there a lot of coffee left yeh theres a lot left grabs mug not anymore doh i never get the first pot of coffee,lot coffee left yeh there lot left grab mug anymore doh never get first pot coffee,lot coffe left yeh there lot left grab mug anymor doh never get first pot coffe,0,Negative,0,0,0,,xALLIEbabax,0.0,0.10416666666666667,0.052083333333333336,Positive
WHY did I get flavored coffee when I know I don't like flavored coffee? I'm so easily persuaded by the delicious-sounding names! ,why did i get flavored coffee when i know i dont like flavored coffee im so easily persuaded by the delicioussounding names,get flavored coffee know dont like flavored coffee im easily persuaded delicioussounding name,get flavor coffe know dont like flavor coffe im easili persuad delicioussound name,0,Negative,0,0,0,,ditty1013,0.3178,0.5416666666666667,0.4297333333333334,Positive
what a morning... driving a military truck when it overheats. now stuck on side of I10 waiting for a tow truck... all b4 coffee ,what a morning driving a military truck when it overheats now stuck on side of i waiting for a tow truck all b coffee,morning driving military truck overheats stuck side waiting tow truck b coffee,morn drive militari truck overheat stuck side wait tow truck b coffe,0,Negative,0,0,0,,Tiffnphx,-0.25,-0.1,-0.175,Negative
I could totally go for an iced coffee if there were any ice in the building. ,i could totally go for an iced coffee if there were any ice in the building,could totally go iced coffee ice building,could total go ice coffe ice build,0,Negative,0,0,0,,laser,0.0,0.0,0.0,Neutral
@dtanton nah  I don't like iced coffee give me the real thing!,nah i dont like iced coffee give me the real thing,nah dont like iced coffee give real thing,nah dont like ice coffe give real thing,0,Negative,0,1,0,,shellykaye,-0.4218,0.25,-0.0859,Negative
Too many people at the starbucks drive thru!!!!!!!!!!! Ahhhhhh! I guess coffee from the grungy old office coffee pot it is ,too many people at the starbucks drive thru ahhhhhh i guess coffee from the grungy old office coffee pot it is,many people starbucks drive thru ahhhhhh guess coffee grungy old office coffee pot,mani peopl starbuck drive thru ahhhhhh guess coffe grungi old offic coffe pot,0,Negative,0,0,0,,veromadrigal,0.0,0.55,0.275,Positive
@sivajayaraman please - I have stopped taking tea/coffee from the vending machine.  I drink a glass of hot water instead ,please i have stopped taking teacoffee from the vending machine i drink a glass of hot water instead,please stopped taking teacoffee vending machine drink glass hot water instead,pleas stop take teacoffe vend machin drink glass hot water instead,0,Negative,0,1,0,,shaviswa,0.1027,0.25,0.17635,Positive
just spilled my cup of coffee all over me. it was so embarassing. ,just spilled my cup of coffee all over me it was so embarassing,spilled cup coffee embarassing,spill cup coffe embarass,0,Negative,0,0,0,,IsaChatterbox,0.0,0.0,0.0,Neutral
I'm saddened by the sudden loss of my coffee pot. He will be sorely missed ,im saddened by the sudden loss of my coffee pot he will be sorely missed,im saddened sudden loss coffee pot sorely missed,im sadden sudden loss coffe pot sore miss,0,Negative,0,0,0,,BoutiqueKarma,-0.7845,0.0,-0.39225,Negative
"Crap. I just realized, after it is now empty, that I have been using non fat-free Coffeemate all week. ",crap i just realized after it is now empty that i have been using non fatfree coffeemate all week,crap realized empty using non fatfree coffeemate week,crap realiz empti use non fatfre coffeem week,0,Negative,0,0,0,,runkerrierun,-0.5267,-0.45,-0.48834999999999995,Negative
Drinking French Vanilla coffee @ work.Have to pack clothes 2night 4 my roady 2mrw.I dont want to leave @sneeke04.I want him to come with ,drinking french vanilla coffee workhave to pack clothes night my roady mrwi dont want to leave i want him to come with,drinking french vanilla coffee workhave pack clothes night roady mrwi dont want leave want come,drink french vanilla coffe workhav pack cloth night roadi mrwi dont want leav want come,0,Negative,0,1,0,,mz23beautiful,0.0583,0.0,0.02915,Neutral
Finally thru and waiting to board the plane. Man I'm runnin off of like 2 hours sleep  holdin off on coffee till we land.,finally thru and waiting to board the plane man im runnin off of like hours sleep holdin off on coffee till we land,finally thru waiting board plane man im runnin like hour sleep holdin coffee till land,final thru wait board plane man im runnin like hour sleep holdin coffe till land,0,Negative,0,0,0,,nylahsmomma,0.3612,0.0,0.1806,Positive
"After 4 hours of sleep, I made myself a big strong cup of coffee to take to work, only to forget it on the counter at home ",after hours of sleep i made myself a big strong cup of coffee to take to work only to forget it on the counter at home,hour sleep made big strong cup coffee take work forget counter home,hour sleep made big strong cup coffe take work forget counter home,0,Negative,0,0,0,,kristinhodgen,0.34,0.14444444444444443,0.24222222222222223,Positive
I swear im going to be dead by the time i leave and or with a broken limb. Just hit my head on a coffee pot ,i swear im going to be dead by the time i leave and or with a broken limb just hit my head on a coffee pot,swear im going dead time leave broken limb hit head coffee pot,swear im go dead time leav broken limb hit head coffe pot,0,Negative,0,0,0,,RachelDashae,-0.8316,-0.30000000000000004,-0.5658000000000001,Negative
http://twitpic.com/8dexp - Broke my birthday coffee mug....sad ,broke my birthday coffee mugsad,broke birthday coffee mugsad,broke birthday coffe mugsad,0,Negative,1,0,0,,kaileebrown,-0.4215,0.0,-0.21075,Negative
@digistarr no good sister.  what's going onnnn? get some coffee.,no good sister whats going onnnn get some coffee,good sister whats going onnnn get coffee,good sister what go onnnn get coffe,0,Negative,0,1,0,,anjulicd,-0.3412,-0.35,-0.3456,Negative
@jdwcornell show off  (groan) #nocoffee,show off groan nocoffee,show groan nocoffee,show groan nocoffe,0,Negative,0,1,1,nocoffee,ralph_hansen,0.0,0.0,0.0,Neutral
"@ClillaryHinton my throath hurts-can't swallow coffee, coughing - can't smoke, headache-can't sit in front of computer....not a good day ",my throath hurtscant swallow coffee coughing cant smoke headachecant sit in front of computernot a good day,throath hurtscant swallow coffee coughing cant smoke headachecant sit front computernot good day,throath hurtscant swallow coffe cough cant smoke headachec sit front computernot good day,0,Negative,0,1,0,,vdpro,0.4404,0.7,0.5702,Positive
Coffee and starting to pack. Work tonight. ,coffee and starting to pack work tonight,coffee starting pack work tonight,coffe start pack work tonight,0,Negative,0,0,0,,loganleasure,0.0,0.0,0.0,Neutral
Wishing this old Frozen Coffee in may car wasn't.........old........I'm thirsty ,wishing this old frozen coffee in may car wasntoldim thirsty,wishing old frozen coffee may car wasntoldim thirsty,wish old frozen coffe may car wasntoldim thirsti,0,Negative,0,0,0,,Ekklektizity,0.2263,0.1,0.16315000000000002,Positive
@smithant coffee Friday morning sounds great. I have to meet with corporate bigwigs at lunch ,coffee friday morning sounds great i have to meet with corporate bigwigs at lunch,coffee friday morning sound great meet corporate bigwig lunch,coffe friday morn sound great meet corpor bigwig lunch,0,Negative,0,1,0,,rangotti,0.6249,0.4,0.5124500000000001,Positive
*sigh* back to regular coffee today.  I'll be dreaming of my cafe con leche all day,sigh back to regular coffee today ill be dreaming of my cafe con leche all day,sigh back regular coffee today ill dreaming cafe con leche day,sigh back regular coffe today ill dream cafe con lech day,0,Negative,0,0,0,,jennita,0.0258,0.0,0.0129,Neutral
sooooo sleepy.  need coffee. don't want to get up to make it though ,sooooo sleepy need coffee dont want to get up to make it though,sooooo sleepy need coffee dont want get make though,sooooo sleepi need coffe dont want get make though,0,Negative,0,0,0,,lynettejphoto,-0.0572,0.0,-0.0286,Neutral
Coffee then off to work till 10pm ,coffee then off to work till pm,coffee work till pm,coffe work till pm,0,Negative,0,0,0,,dumbblonde_0403,0.0,0.0,0.0,Neutral
@coffeepink yeah--it croaked. left me and the fam at the side of the road...felt bad for my kids.  but today is a new day!!,yeahit croaked left me and the fam at the side of the roadfelt bad for my kids but today is a new day,yeahit croaked left fam side roadfelt bad kid today new day,yeahit croak left fam side roadfelt bad kid today new day,0,Negative,0,1,0,,jerrybattiste,-0.428,-0.16231060606060602,-0.295155303030303,Negative
"Sitting on train 2 santana sipping COFFEE omgz eevil. Rv Mansour shiur on mp3. Still, wish was home making comics ",sitting on train santana sipping coffee omgz eevil rv mansour shiur on mp still wish was home making comics,sitting train santana sipping coffee omgz eevil rv mansour shiur mp still wish home making comic,sit train santana sip coffe omgz eevil rv mansour shiur mp still wish home make comic,0,Negative,0,0,0,,happyjoo,0.4019,0.0,0.20095,Positive
"I need a big coffee, but there is nobody who drink with me ",i need a big coffee but there is nobody who drink with me,need big coffee nobody drink,need big coffe nobodi drink,0,Negative,0,0,0,,Sereske,0.0,0.0,0.0,Neutral
"I can't escape my desk for coffee, as I'm waiting for a call. ",i cant escape my desk for coffee as im waiting for a call,cant escape desk coffee im waiting call,cant escap desk coffe im wait call,0,Negative,0,0,0,,eXxy,-0.1326,0.0,-0.0663,Negative
I hate it when my coffee goes cold ,i hate it when my coffee goes cold,hate coffee go cold,hate coffe goe cold,0,Negative,0,0,0,,CatherineFuller,-0.5719,-0.7,-0.63595,Negative
Drinking gallons of coffee &amp; doing paperwork bbbboooorrrriiinnnggg!!!!!! ,drinking gallons of coffee amp doing paperwork bbbboooorrrriiinnnggg,drinking gallon coffee amp paperwork bbbboooorrrriiinnnggg,drink gallon coffe amp paperwork bbbboooorrrriiinnnggg,0,Negative,0,0,0,,lilacdove,0.0,0.0,0.0,Neutral
Spilled coffee on the laptop yesterday... Enter key now has a mind of its own ,spilled coffee on the laptop yesterday enter key now has a mind of its own,spilled coffee laptop yesterday enter key mind,spill coffe laptop yesterday enter key mind,0,Negative,0,0,0,,cshmee,0.0,0.3,0.15,Positive
"to much sturbucks coffee for today, stomachache ",to much sturbucks coffee for today stomachache,much sturbucks coffee today stomachache,much sturbuck coffe today stomachach,0,Negative,0,0,0,,JiJiMi,0.0,0.2,0.1,Positive
Ugh.... Drinking my coffee.why do i feel bla.oh yeah my wife is moving that why. ,ugh drinking my coffeewhy do i feel blaoh yeah my wife is moving that why,ugh drinking coffeewhy feel blaoh yeah wife moving,ugh drink coffeewhi feel blaoh yeah wife move,0,Negative,0,0,0,,kristahearne,-0.1531,0.0,-0.07655,Negative
@jonnyli Waaaaaa! I used to be a flight attendent ... miss it sometimes ...  would you like Tea? Coffee? ...,waaaaaa i used to be a flight attendent miss it sometimes would you like tea coffee,waaaaaa used flight attendent miss sometimes would like tea coffee,waaaaaa use flight attend miss sometim would like tea coffe,0,Negative,0,1,0,,Janan_chan,0.372,0.0,0.186,Positive
"My legs ache, my back ache, my hands ache; everything aches.  Listening to 'Coffee &amp; Cigarettes' by Michelle Featherstones (on repeat) ",my legs ache my back ache my hands ache everything aches listening to coffee amp cigarettes by michelle featherstones on repeat,leg ache back ache hand ache everything ache listening coffee amp cigarette michelle featherstones repeat,leg ach back ach hand ach everyth ach listen coffe amp cigarett michel featherston repeat,0,Negative,0,0,0,,anurag_kumar,-0.8316,0.0,-0.4158,Negative
@frannykirbs Was goofing off while enjoying morning coffee. Now about to leave for work. ,was goofing off while enjoying morning coffee now about to leave for work,goofing enjoying morning coffee leave work,goof enjoy morn coffe leav work,0,Negative,0,1,0,,zawfi,0.4939,0.5,0.49695,Positive
"Me need coffee!!! Ooh and pancakes sound good! But I'm on my strict healthy eating plan, so egg whites and water it is ",me need coffee ooh and pancakes sound good but im on my strict healthy eating plan so egg whites and water it is,need coffee ooh pancake sound good im strict healthy eating plan egg white water,need coffe ooh pancak sound good im strict healthi eat plan egg white water,0,Negative,0,0,0,,NaNaHaZe,0.7696,0.5916666666666667,0.6806333333333333,Positive
@unmarketing Hey we still on for coffee tomorrow? Mind if i bring a 7 yr old? Forgot school is out ,hey we still on for coffee tomorrow mind if i bring a yr old forgot school is out,hey still coffee tomorrow mind bring yr old forgot school,hey still coffe tomorrow mind bring yr old forgot school,0,Negative,0,1,0,,KathyBuckworth,0.0,0.1,0.05,Neutral
"@sollitaire well, a good number of people dislike coffee, though the peppermint and popcorn thing is weird. a life without popcorn is sad ",well a good number of people dislike coffee though the peppermint and popcorn thing is weird a life without popcorn is sad,well good number people dislike coffee though peppermint popcorn thing weird life without popcorn sad,well good number peopl dislik coffe though peppermint popcorn thing weird life without popcorn sad,0,Negative,0,1,0,,awesomebrandi,0.5505,-0.10000000000000002,0.22524999999999998,Positive
Coffee is joy soon it this week  momma is TIRED!,coffee is joy soon it this week momma is tired,coffee joy soon week momma tired,coffe joy soon week momma tire,0,Negative,0,0,0,,pimpyourmat,0.1177,0.15000000000000002,0.13385000000000002,Positive
"The one morning I want coffee before I leave the office, is the morning there's no milk ",the one morning i want coffee before i leave the office is the morning theres no milk,one morning want coffee leave office morning there milk,one morn want coffe leav offic morn there milk,0,Negative,0,0,0,,a_c81,-0.2732,0.0,-0.1366,Negative
Coffee not working. ,coffee not working,coffee working,coffe work,0,Negative,0,0,0,,rstanberry,0.0,0.0,0.0,Neutral
At work. Enjoying another overcast morning.  Shelley need coffee.,at work enjoying another overcast morning shelley need coffee,work enjoying another overcast morning shelley need coffee,work enjoy anoth overcast morn shelley need coffe,0,Negative,0,0,0,,ShellCourchaine,0.5267,0.5,0.51335,Positive
View from the coffee pot. Work all day  http://twitpic.com/8dqx5,view from the coffee pot work all day,view coffee pot work day,view coffe pot work day,0,Negative,1,0,0,,gearbear87,0.0,0.0,0.0,Neutral
"@AmandaNicole Hey, you're lucky. My husband doesn't drink coffee so I can't make him go get it for me. ",hey youre lucky my husband doesnt drink coffee so i cant make him go get it for me,hey youre lucky husband doesnt drink coffee cant make go get,hey your lucki husband doesnt drink coffe cant make go get,0,Negative,0,1,0,,undomesticdiva,0.4215,0.3333333333333333,0.3774166666666666,Positive
Chilly coffee on the deck ;-) Cats didn't show ,chilly coffee on the deck cats didnt show,chilly coffee deck cat didnt show,chilli coffe deck cat didnt show,0,Negative,0,0,0,,hesweeney,0.25,-0.175,0.037500000000000006,Neutral
there is link about how to enjoy dark chocolate within the post..  http://chai-coffee.blogspot.com/2009/04/chocolate-flavoured-math.html,there is link about how to enjoy dark chocolate within the post,link enjoy dark chocolate within post,link enjoy dark chocol within post,1,Positive,1,0,0,,sammythewizzy,0.4939,0.125,0.30945,Positive
"Played @ gpokr.com, busted some n00b arses  waiting for pokerstars freeroll to begin and having coffeeeeeee!!!",played gpokrcom busted some nb arses waiting for pokerstars freeroll to begin and having coffeeeeeee,played gpokrcom busted nb arses waiting pokerstars freeroll begin coffeeeeeee,play gpokrcom bust nb ars wait pokerstar freerol begin coffeeeeee,1,Positive,0,0,0,,masuhujo,-0.2677,0.0,-0.13385,Negative
"@GABBYiSACTiVE mmmmmm coffee please, LOL ",mmmmmm coffee please lol,mmmmmm coffee please lol,mmmmmm coffe pleas lol,1,Positive,0,1,0,,HarryHarley,0.7034,0.8,0.7517,Positive
